step,loss_no_act,loss_act,entropy_no_act,entropy_act
536,2.78635895,2.78635895,2.23105394,2.23105388
537,2.23944464,2.23944464,2.24223828,2.24223822
538,2.59445495,2.59445495,2.23576655,2.23576657
539,2.38035453,2.38035453,2.26360660,2.26360658
540,2.36287710,2.36287710,2.25796042,2.25796038
541,2.27562557,2.27562557,2.22932684,2.22932686
542,3.38773578,3.38773567,2.21863922,2.21863920
543,2.96397924,2.96397917,2.22626940,2.22626940
544,1.81832107,1.81832107,2.24108493,2.24108496
545,3.18934836,3.18934826,2.23417603,2.23417602
546,3.03700665,3.03700658,2.26121003,2.26121003
547,2.90002931,2.90002931,2.26516071,2.26516071
548,2.38763847,2.38763839,2.23755070,2.23755085
549,2.72994765,2.72994754,2.22816740,2.22816745
550,2.08808456,2.08808450,2.24745450,2.24745455
551,2.41597775,2.41597775,2.23713719,2.23713725
552,2.80779809,2.80779802,2.22469909,2.22469906
553,2.24258872,2.24258858,2.24872076,2.24872085
554,2.41594262,2.41594270,2.23348009,2.23347999
555,1.67316415,1.67316423,2.24363843,2.24363839
556,2.17733730,2.17733737,2.27629106,2.27629101
557,2.17734473,2.17734473,2.27928932,2.27928930
558,2.01044691,2.01044680,2.22979207,2.22979215
559,2.16847872,2.16847872,2.24454072,2.24454070
560,2.14411345,2.14411351,2.27013744,2.27013737
561,2.23218663,2.23218663,2.24660388,2.24660392
562,2.07995623,2.07995629,2.25166462,2.25166452
563,2.05588598,2.05588586,2.26189562,2.26189566
564,1.70971373,1.70971365,2.22206241,2.22206243
565,1.63539357,1.63539365,2.21036614,2.21036604
566,2.33531820,2.33531812,2.23705164,2.23705167
567,2.07438568,2.07438579,2.23180757,2.23180753
568,2.44338103,2.44338103,2.24875772,2.24875773
569,2.21333614,2.21333607,2.27252187,2.27252180
570,2.06589450,2.06589450,2.26919634,2.26919630
571,2.41490047,2.41490055,2.25588396,2.25588386
572,2.94659179,2.94659172,2.26302244,2.26302244
573,2.09688348,2.09688341,2.27182405,2.27182415
574,1.92452841,1.92452831,2.27076701,2.27076707
575,2.83730698,2.83730679,2.27829172,2.27829176
576,2.09288164,2.09288158,2.21428423,2.21428432
577,2.05370847,2.05370847,2.23310269,2.23310267
578,1.51876324,1.51876331,2.19903732,2.19903728
579,2.68152997,2.68153008,2.25470110,2.25470105
580,2.78677196,2.78677202,2.21277735,2.21277721
581,2.13196464,2.13196471,2.20102753,2.20102745
582,2.85944135,2.85944122,2.24736147,2.24736154
583,2.57734690,2.57734690,2.28595592,2.28595595
584,2.10975331,2.10975337,2.27869888,2.27869878
585,2.03929535,2.03929535,2.27681579,2.27681585
586,2.82688375,2.82688369,2.27207829,2.27207837
587,2.21264546,2.21264539,2.26880131,2.26880132
588,2.28255686,2.28255679,2.22002268,2.22002264
589,2.41573518,2.41573518,2.26547049,2.26547045
590,2.38118918,2.38118926,2.27121307,2.27121306
591,3.32771323,3.32771302,2.24243060,2.24243070
592,2.32732042,2.32732042,2.27599578,2.27599584
593,2.69084939,2.69084939,2.23305622,2.23305626
594,2.05534994,2.05534994,2.20867897,2.20867896
595,1.99765300,1.99765300,2.20964787,2.20964788
596,2.83368803,2.83368816,2.21153510,2.21153505
597,2.43614493,2.43614493,2.19951747,2.19951751
598,1.97329872,1.97329882,2.22753400,2.22753387
599,2.16426906,2.16426913,2.20657978,2.20657977
600,2.81407572,2.81407566,2.23980411,2.23980408
601,1.97299087,1.97299109,2.24452202,2.24452189
602,2.43126124,2.43126141,2.26723873,2.26723870
603,2.60694562,2.60694562,2.22226986,2.22226983
604,2.67380699,2.67380688,2.26998704,2.26998712
605,2.53250795,2.53250795,2.28133672,2.28133667
606,1.94531666,1.94531655,2.25060062,2.25060066
607,2.25682105,2.25682105,2.23127092,2.23127095
608,1.92889727,1.92889737,2.25681102,2.25681095
609,2.40260231,2.40260231,2.24487591,2.24487592
610,2.34277839,2.34277839,2.22199581,2.22199588
611,3.07607621,3.07607629,2.23588235,2.23588227
612,2.08388933,2.08388939,2.22920349,2.22920345
613,2.09365302,2.09365302,2.26163975,2.26163982
614,2.27614911,2.27614911,2.19865450,2.19865447
615,2.76739859,2.76739871,2.20512677,2.20512667
616,2.31612831,2.31612831,2.28674172,2.28674169
617,2.18881502,2.18881495,2.20076828,2.20076833
618,2.80514183,2.80514189,2.26067721,2.26067715
619,2.01621195,2.01621195,2.26707981,2.26707975
620,2.68602543,2.68602532,2.23520375,2.23520375
621,1.67648782,1.67648774,2.22667270,2.22667281
622,1.75289774,1.75289783,2.24853361,2.24853352
623,2.65245202,2.65245202,2.25333872,2.25333875
624,2.40439669,2.40439669,2.26897146,2.26897151
625,2.30854538,2.30854530,2.27216602,2.27216609
626,2.93837809,2.93837809,2.26544329,2.26544320
627,2.18172486,2.18172479,2.25093125,2.25093132
628,2.44985582,2.44985591,2.21842808,2.21842796
629,2.34890321,2.34890313,2.25440184,2.25440190
630,1.82214322,1.82214322,2.26262043,2.26262048
631,2.65529556,2.65529556,2.23885984,2.23885989
632,2.63480959,2.63480970,2.26700125,2.26700118
633,2.51937158,2.51937149,2.27470508,2.27470514
634,2.34155716,2.34155723,2.23562295,2.23562285
635,2.33467212,2.33467204,2.26071543,2.26071549
636,2.01638016,2.01638005,2.26242073,2.26242073
637,1.34294839,1.34294850,2.18232481,2.18232478
638,2.49601737,2.49601728,2.22000942,2.22000947
639,2.66196067,2.66196067,2.24672120,2.24672114
640,2.54521276,2.54521285,2.23554218,2.23554211
641,2.71256632,2.71256632,2.20904886,2.20904884
642,2.09120464,2.09120458,2.18221092,2.18221094
643,1.91154247,1.91154227,2.25300053,2.25300056
644,1.99418170,1.99418170,2.22134894,2.22134894
645,2.49937299,2.49937290,2.24325769,2.24325776
646,2.75513986,2.75513974,2.25172669,2.25172675
647,2.12943906,2.12943900,2.26339346,2.26339351
648,2.34302522,2.34302514,2.21488250,2.21488256
649,2.33259464,2.33259456,2.20091574,2.20091582
650,3.06555176,3.06555176,2.21250388,2.21250384
651,2.18281326,2.18281319,2.24841298,2.24841297
652,1.92513641,1.92513641,2.24964074,2.24964072
653,1.90714747,1.90714747,2.22047375,2.22047378
654,2.98024721,2.98024721,2.24957477,2.24957478
655,1.85019425,1.85019425,2.24786423,2.24786417
656,2.55445274,2.55445274,2.28349146,2.28349137
657,2.84427238,2.84427232,2.26992684,2.26992679
658,1.86078650,1.86078650,2.26805182,2.26805184
659,1.87567093,1.87567083,2.25138244,2.25138251
660,2.12013094,2.12013100,2.27971841,2.27971841
661,2.24216627,2.24216620,2.26591765,2.26591769
662,2.60505959,2.60505959,2.25483404,2.25483410
663,2.02246221,2.02246232,2.26156378,2.26156371
664,2.22442519,2.22442526,2.26411796,2.26411794
665,2.90594736,2.90594729,2.26249204,2.26249212
666,2.34374939,2.34374939,2.24739054,2.24739057
667,2.13879922,2.13879922,2.24653126,2.24653130
668,2.21331235,2.21331242,2.25919537,2.25919533
669,2.40419956,2.40419956,2.27068562,2.27068554
670,1.94391584,1.94391573,2.22874112,2.22874113
671,2.24090256,2.24090256,2.25852022,2.25852020
672,2.20777829,2.20777829,2.25342547,2.25342546
673,3.07031604,3.07031612,2.24297842,2.24297836
674,2.20948496,2.20948502,2.18164161,2.18164155
675,2.21976197,2.21976203,2.23502699,2.23502701
676,2.90386149,2.90386162,2.24304050,2.24304039
677,2.39905567,2.39905567,2.25158605,2.25158612
678,2.49586460,2.49586451,2.28397921,2.28397925
679,2.39181065,2.39181073,2.26968142,2.26968137
680,1.78797076,1.78797076,2.25076512,2.25076512
681,2.43510041,2.43510041,2.26679332,2.26679332
682,2.38907850,2.38907842,2.27612665,2.27612666
683,2.69479163,2.69479152,2.26938572,2.26938573
684,2.57563868,2.57563858,2.28978073,2.28978074
685,2.46301529,2.46301529,2.27574246,2.27574247
686,2.85438303,2.85438303,2.25723217,2.25723214
687,2.56359171,2.56359171,2.24015672,2.24015673
688,2.28531083,2.28531083,2.22550343,2.22550338
689,2.32101873,2.32101873,2.23522435,2.23522435
690,2.19110029,2.19110042,2.24132655,2.24132648
691,2.33192523,2.33192523,2.22671039,2.22671037
692,1.57275991,1.57275983,2.22649486,2.22649491
693,3.01450588,3.01450588,2.22043220,2.22043218
694,2.25507436,2.25507429,2.26217675,2.26217684
695,2.79955073,2.79955079,2.19369030,2.19369020
696,2.52711542,2.52711542,2.23373783,2.23373785
697,2.50538659,2.50538659,2.24627008,2.24627005
698,2.80645619,2.80645613,2.23387806,2.23387812
699,2.29684962,2.29684955,2.24947338,2.24947343
700,2.48064571,2.48064571,2.24594414,2.24594416
701,2.03448127,2.03448127,2.25556983,2.25556988
702,2.62394545,2.62394545,2.25186017,2.25186014
703,2.18107836,2.18107836,2.26933552,2.26933548
704,2.06010407,2.06010407,2.27882202,2.27882203
705,1.61931856,1.61931848,2.22565565,2.22565579
706,2.47037826,2.47037826,2.22926175,2.22926182
707,2.62166488,2.62166488,2.25757414,2.25757410
708,2.31576338,2.31576338,2.26381848,2.26381843
709,2.48563778,2.48563778,2.24041274,2.24041266
710,2.23076431,2.23076424,2.27569756,2.27569756
711,2.21894759,2.21894759,2.27428580,2.27428586
712,2.29956916,2.29956923,2.25577442,2.25577443
713,2.28107147,2.28107162,2.25206960,2.25206955
714,2.31280823,2.31280823,2.24016517,2.24016509
715,2.48901757,2.48901766,2.24742973,2.24742968
716,3.31417249,3.31417259,2.23200728,2.23200729
717,2.59214662,2.59214672,2.22899870,2.22899869
718,2.28211375,2.28211383,2.24631169,2.24631165
719,3.16962852,3.16962852,2.25362837,2.25362838
720,2.38740779,2.38740779,2.25951687,2.25951688
721,2.59237168,2.59237158,2.22707603,2.22707608
722,1.74836461,1.74836461,2.22124122,2.22124124
723,2.37517193,2.37517193,2.25030028,2.25030021
724,2.61939359,2.61939349,2.25063009,2.25063020
725,3.24143847,3.24143838,2.25719876,2.25719883
726,2.29804005,2.29804005,2.26873827,2.26873832
727,2.00619929,2.00619918,2.24627442,2.24627453
728,2.19615306,2.19615312,2.26736209,2.26736203
729,2.60249606,2.60249606,2.26473504,2.26473500
730,2.21949500,2.21949500,2.26462106,2.26462109
731,2.65172360,2.65172360,2.23587433,2.23587429
732,2.15253611,2.15253617,2.24145364,2.24145355
733,3.16987723,3.16987723,2.23391769,2.23391774
734,2.03100933,2.03100933,2.27137293,2.27137295
735,2.14496823,2.14496817,2.26244890,2.26244892
736,2.55397486,2.55397486,2.24179084,2.24179078
737,2.17224179,2.17224166,2.23184806,2.23184818
738,2.58806367,2.58806367,2.22731189,2.22731190
739,2.24321537,2.24321530,2.27198493,2.27198497
740,2.19484887,2.19484894,2.23819573,2.23819567
741,2.43401219,2.43401228,2.23541076,2.23541075
742,3.00278166,3.00278173,2.23984413,2.23984405
743,2.10285086,2.10285086,2.24526283,2.24526287
744,1.91142959,1.91142959,2.26007718,2.26007712
745,2.08339511,2.08339517,2.26543245,2.26543244
746,2.39006382,2.39006390,2.28622772,2.28622765
747,2.40322609,2.40322601,2.28356233,2.28356236
748,1.91018925,1.91018925,2.22433106,2.22433107
749,2.31138917,2.31138917,2.28318637,2.28318648
750,2.31978215,2.31978215,2.27498545,2.27498552
751,2.53247242,2.53247232,2.28465674,2.28465683
752,2.33336484,2.33336476,2.24740828,2.24740834
753,2.13520097,2.13520090,2.28841085,2.28841092
754,1.99592012,1.99592001,2.28117655,2.28117658
755,2.51813792,2.51813801,2.25702471,2.25702466
756,2.19954038,2.19954031,2.27784012,2.27784017
757,2.48527852,2.48527861,2.28147537,2.28147529
758,2.17269205,2.17269205,2.29171909,2.29171908
759,2.15233356,2.15233349,2.27149137,2.27149137
760,2.19619747,2.19619733,2.26824911,2.26824919
761,2.39808449,2.39808449,2.26773758,2.26773758
762,2.16229919,2.16229906,2.26917854,2.26917871
763,2.13182651,2.13182651,2.23084964,2.23084960
764,2.29394459,2.29394452,2.23805251,2.23805247
765,2.44409541,2.44409532,2.24830526,2.24830537
766,2.37626201,2.37626209,2.26693169,2.26693165
767,2.30384777,2.30384777,2.23828889,2.23828889
768,2.70995744,2.70995744,2.26565670,2.26565661
769,2.22637425,2.22637419,2.19422602,2.19422605
770,2.23945359,2.23945352,2.20801439,2.20801432
771,1.60271849,1.60271864,2.18030541,2.18030529
772,2.60787394,2.60787394,2.23546653,2.23546652
773,2.91751600,2.91751621,2.23975307,2.23975293
774,1.97957935,1.97957935,2.26190817,2.26190819
775,2.31767332,2.31767340,2.27971495,2.27971485
776,2.70066829,2.70066818,2.25863656,2.25863653
777,2.53022381,2.53022381,2.27396540,2.27396537
778,2.26675222,2.26675207,2.28585035,2.28585048
779,2.66815415,2.66815404,2.26333545,2.26333552
780,2.56873040,2.56873040,2.27483826,2.27483836
781,2.59846357,2.59846347,2.26978361,2.26978363
782,2.19725454,2.19725460,2.25922179,2.25922176
783,1.68254460,1.68254460,2.20102692,2.20102694
784,2.68330347,2.68330325,2.20894606,2.20894612
785,3.18127053,3.18127053,2.21400937,2.21400941
786,1.90983583,1.90983573,2.25669378,2.25669383
787,2.40123841,2.40123849,2.26488112,2.26488112
788,2.47277810,2.47277810,2.23468306,2.23468310
789,2.85172910,2.85172917,2.25309238,2.25309233
790,2.58145811,2.58145802,2.25244004,2.25244018
791,2.54875160,2.54875160,2.27678171,2.27678173
792,2.14141250,2.14141257,2.27840858,2.27840849
793,2.24549485,2.24549485,2.25329389,2.25329387
794,1.87353758,1.87353758,2.22790721,2.22790717
795,2.75500843,2.75500843,2.26130725,2.26130724
796,2.56703625,2.56703615,2.24456098,2.24456112
797,2.43081367,2.43081367,2.22886346,2.22886351
798,2.63749210,2.63749221,2.18123657,2.18123647
799,2.70758153,2.70758164,2.24321149,2.24321154
800,2.66560962,2.66560972,2.23798756,2.23798747
801,2.20981777,2.20981777,2.22682287,2.22682285
802,2.29289906,2.29289906,2.22949631,2.22949625
803,3.02346593,3.02346601,2.23754742,2.23754739
804,1.97100867,1.97100867,2.25882678,2.25882679
805,2.72927836,2.72927836,2.24717842,2.24717845
806,2.61497630,2.61497630,2.26220105,2.26220101
807,2.37366130,2.37366130,2.27191165,2.27191168
808,1.80732909,1.80732900,2.25595077,2.25595075
809,2.23750577,2.23750577,2.24892598,2.24892600
810,2.14362160,2.14362160,2.26706381,2.26706377
811,2.27690179,2.27690179,2.21089655,2.21089655
812,1.67737896,1.67737888,2.25264127,2.25264132
813,2.45080994,2.45080994,2.25768941,2.25768940
814,1.43716199,1.43716199,2.19405535,2.19405541
815,2.58782392,2.58782392,2.22761956,2.22761953
816,2.04941772,2.04941784,2.24564148,2.24564148
817,2.72318366,2.72318366,2.26953797,2.26953802
818,2.41115935,2.41115943,2.25337468,2.25337467
819,2.23438623,2.23438616,2.27437828,2.27437839
820,1.94245419,1.94245419,2.25649342,2.25649338
821,1.85363829,1.85363829,2.26463770,2.26463766
822,2.68969210,2.68969199,2.26735623,2.26735628
823,2.58465650,2.58465650,2.27639888,2.27639884
824,2.39011261,2.39011261,2.22906891,2.22906900
825,3.12547938,3.12547955,2.23723144,2.23723130
826,2.25516431,2.25516431,2.24771336,2.24771336
827,2.62903525,2.62903525,2.23260296,2.23260303
828,2.68332713,2.68332713,2.21141239,2.21141238
829,2.52191889,2.52191899,2.24178302,2.24178293
830,2.96412368,2.96412375,2.24280431,2.24280424
831,2.50977947,2.50977938,2.28261197,2.28261199
832,2.96461568,2.96461583,2.26096515,2.26096514
833,2.38835949,2.38835949,2.25885358,2.25885358
834,2.54736802,2.54736802,2.26796987,2.26796987
835,2.33954783,2.33954775,2.21992702,2.21992711
836,2.68278747,2.68278747,2.26494379,2.26494380
837,2.30876216,2.30876224,2.25840547,2.25840540
838,2.28920897,2.28920890,2.22250070,2.22250063
839,2.58416941,2.58416931,2.18362681,2.18362685
840,3.10321500,3.10321483,2.18475148,2.18475156
841,2.14133298,2.14133305,2.25511582,2.25511584
842,1.86582908,1.86582927,2.25030283,2.25030278
843,2.51989356,2.51989365,2.28051941,2.28051936
844,2.55565028,2.55565009,2.25141431,2.25141440
845,2.38577793,2.38577793,2.25215854,2.25215848
846,2.51624669,2.51624669,2.26623591,2.26623589
847,2.12781046,2.12781040,2.27634531,2.27634535
848,2.18387248,2.18387248,2.26006820,2.26006824
849,2.45048958,2.45048958,2.27491314,2.27491316
850,3.26273098,3.26273098,2.21655241,2.21655238
851,2.16679328,2.16679328,2.27438976,2.27438978
852,2.08292929,2.08292935,2.27010748,2.27010754
853,1.66026061,1.66026061,2.19149470,2.19149472
854,2.92410621,2.92410628,2.22759462,2.22759460
855,2.28731479,2.28731472,2.23818767,2.23818769
856,2.12254335,2.12254329,2.23875879,2.23875885
857,2.04858596,2.04858584,2.26036870,2.26036872
858,3.06973406,3.06973398,2.23872435,2.23872431
859,1.84287520,1.84287529,2.21355752,2.21355753
860,2.39318891,2.39318900,2.27012923,2.27012918
861,2.41117197,2.41117206,2.25603129,2.25603123
862,2.42280222,2.42280231,2.22900842,2.22900836
863,2.18136701,2.18136714,2.21607665,2.21607657
864,2.17693942,2.17693936,2.26771784,2.26771790
865,2.70734675,2.70734686,2.24714847,2.24714838
866,1.91264454,1.91264454,2.26408606,2.26408607
867,1.88500095,1.88500095,2.21592784,2.21592788
868,2.02126175,2.02126175,2.19426741,2.19426743
869,2.50473659,2.50473659,2.26077724,2.26077726
870,1.94287548,1.94287538,2.23198708,2.23198713
871,2.26033827,2.26033834,2.24584257,2.24584254
872,2.50365840,2.50365840,2.20721126,2.20721124
873,3.16315276,3.16315285,2.20615511,2.20615500
874,3.12234380,3.12234380,2.16662037,2.16662040
875,1.90357405,1.90357415,2.24133583,2.24133579
876,2.66239502,2.66239502,2.24123769,2.24123770
877,1.99644091,1.99644080,2.27351430,2.27351431
878,2.64871270,2.64871260,2.23988454,2.23988461
879,2.57278754,2.57278744,2.26054023,2.26054029
880,2.39798145,2.39798137,2.25116099,2.25116110
881,2.34220375,2.34220375,2.26570820,2.26570816
882,2.34240182,2.34240182,2.25844330,2.25844325
883,2.61866196,2.61866196,2.21719929,2.21719928
884,2.34608168,2.34608168,2.25450140,2.25450138
885,1.67181654,1.67181662,2.23127109,2.23127095
886,2.57429817,2.57429817,2.21997048,2.21997047
887,2.07965387,2.07965393,2.24227448,2.24227445
888,2.78457993,2.78457999,2.18465948,2.18465952
889,2.08616790,2.08616790,2.27419401,2.27419400
890,2.28148823,2.28148823,2.25963955,2.25963956
891,2.68929321,2.68929321,2.23088578,2.23088575
892,2.22678125,2.22678132,2.24307573,2.24307565
893,2.00520688,2.00520688,2.26178711,2.26178708
894,3.22131700,3.22131691,2.25658841,2.25658837
895,2.18931651,2.18931651,2.27242264,2.27242262
896,2.25675558,2.25675551,2.27295012,2.27295021
897,2.45473589,2.45473580,2.29051235,2.29051236
898,2.76186088,2.76186088,2.28334635,2.28334630
899,2.42500219,2.42500227,2.25021145,2.25021138
900,2.79655630,2.79655630,2.24669178,2.24669179
901,2.35496449,2.35496449,2.28903538,2.28903539
902,2.23279574,2.23279581,2.26604020,2.26604015
903,3.27301252,3.27301262,2.23485367,2.23485364
904,2.66532516,2.66532527,2.24397371,2.24397356
905,2.81746896,2.81746896,2.23149742,2.23149743
906,2.53815073,2.53815073,2.23355137,2.23355139
907,2.50519396,2.50519396,2.27730466,2.27730458
908,2.85611388,2.85611394,2.27562517,2.27562512
909,2.24239333,2.24239333,2.23257244,2.23257244
910,2.04726590,2.04726590,2.24788434,2.24788434
911,2.66940880,2.66940869,2.28278339,2.28278335
912,2.23719586,2.23719579,2.25583580,2.25583589
913,2.61290384,2.61290384,2.26243290,2.26243287
914,2.39366320,2.39366312,2.27727674,2.27727678
915,2.40126834,2.40126834,2.27202711,2.27202705
916,2.96892694,2.96892715,2.27365183,2.27365169
917,2.51012903,2.51012912,2.25355149,2.25355153
918,3.08980874,3.08980882,2.23571358,2.23571359
919,2.52881805,2.52881805,2.26391375,2.26391379
920,2.11480935,2.11480941,2.27157399,2.27157398
921,2.18109248,2.18109248,2.24781692,2.24781692
922,2.32480028,2.32480028,2.27504094,2.27504087
923,1.88984914,1.88984924,2.25749389,2.25749389
924,2.21972617,2.21972623,2.27312573,2.27312572
925,2.75584510,2.75584498,2.22735400,2.22735408
926,2.49696383,2.49696392,2.24055970,2.24055962
927,2.21741710,2.21741717,2.26826004,2.26825990
928,2.75540172,2.75540184,2.26900960,2.26900956
929,2.58529051,2.58529041,2.26930295,2.26930298
930,1.75452634,1.75452634,2.27349048,2.27349051
931,2.33192446,2.33192438,2.27326598,2.27326601
932,1.89731387,1.89731387,2.28481196,2.28481196
933,2.46258695,2.46258695,2.25606435,2.25606431
934,2.57581696,2.57581687,2.26891365,2.26891366
935,2.17372153,2.17372146,2.26952383,2.26952389
936,2.25595113,2.25595120,2.27631936,2.27631936
937,2.16479487,2.16479487,2.28283325,2.28283325
938,2.03509529,2.03509518,2.26104149,2.26104159
939,1.72689031,1.72689031,2.25586439,2.25586439
940,2.28784530,2.28784545,2.22555085,2.22555072
941,2.23464871,2.23464864,2.25911113,2.25911124
942,1.97560573,1.97560573,2.26230119,2.26230123
943,2.91569201,2.91569201,2.25922640,2.25922641
944,2.34429097,2.34429097,2.26753543,2.26753537
945,2.08867916,2.08867910,2.28513791,2.28513789
946,1.83383723,1.83383732,2.23732022,2.23732012
947,3.07123337,3.07123345,2.24835745,2.24835746
948,2.04648955,2.04648955,2.23029681,2.23029682
949,2.16799702,2.16799689,2.27492364,2.27492370
950,3.36912356,3.36912345,2.26044599,2.26044599
951,2.34361710,2.34361703,2.25570423,2.25570422
952,1.83116724,1.83116715,2.25315539,2.25315545
953,1.91975920,1.91975920,2.26776361,2.26776362
954,2.71339719,2.71339719,2.23252070,2.23252071
955,2.53342334,2.53342334,2.23908788,2.23908795
956,2.30933568,2.30933560,2.27110313,2.27110318
957,2.36539220,2.36539212,2.22992181,2.22992186
958,1.94087916,1.94087916,2.23964438,2.23964441
959,2.46026505,2.46026505,2.23938105,2.23938105
960,2.09584666,2.09584672,2.24364705,2.24364695
961,2.46593530,2.46593539,2.25983126,2.25983120
962,2.27892708,2.27892708,2.23435396,2.23435395
963,1.90913129,1.90913109,2.23070623,2.23070636
964,2.09810165,2.09810165,2.24555538,2.24555533
965,2.63368546,2.63368557,2.26183256,2.26183249
966,2.43730759,2.43730759,2.23207538,2.23207540
967,2.18372084,2.18372084,2.23120793,2.23120794
968,2.44322700,2.44322700,2.20981952,2.20981954
969,2.92647224,2.92647203,2.23572688,2.23572701
970,2.66525374,2.66525374,2.26514053,2.26514056
971,2.55597728,2.55597728,2.27905272,2.27905262
972,2.24816005,2.24816005,2.27494598,2.27494598
973,2.16628943,2.16628950,2.27703566,2.27703559
974,2.79219552,2.79219552,2.24954910,2.24954911
975,2.93928295,2.93928295,2.21479566,2.21479559
976,2.33545739,2.33545739,2.25057046,2.25057049
977,2.23007598,2.23007591,2.24410560,2.24410560
978,2.79713865,2.79713847,2.22836226,2.22836232
979,3.02754374,3.02754374,2.25762286,2.25762282
980,2.07781339,2.07781339,2.26358790,2.26358788
981,2.05127686,2.05127698,2.24128146,2.24128135
982,2.35271826,2.35271826,2.27060878,2.27060887
983,2.71072541,2.71072541,2.26651621,2.26651622
984,2.27625201,2.27625186,2.25989073,2.25989080
985,2.47001933,2.47001933,2.26113564,2.26113562
986,2.18148152,2.18148132,2.19512423,2.19512435
987,2.39468132,2.39468140,2.28264458,2.28264458
988,2.85682320,2.85682320,2.26228112,2.26228105
989,2.07594576,2.07594564,2.26192214,2.26192220
990,2.42868956,2.42868956,2.27393862,2.27393865
991,2.52884804,2.52884804,2.26981363,2.26981360
992,2.10900219,2.10900225,2.28808761,2.28808760
993,2.45730290,2.45730290,2.27514451,2.27514451
994,2.55667798,2.55667788,2.27050574,2.27050585
995,2.43774212,2.43774212,2.26087904,2.26087906
996,2.95690562,2.95690555,2.22731664,2.22731672
997,2.70096309,2.70096309,2.18089830,2.18089835
998,2.13824062,2.13824062,2.25386290,2.25386283
999,2.11202828,2.11202822,2.27224372,2.27224375
1000,1.93610951,1.93610951,2.26617075,2.26617080
1001,2.87031391,2.87031397,2.27617432,2.27617431
1002,2.53753686,2.53753686,2.28175976,2.28175973
1003,2.01470349,2.01470349,2.25352236,2.25352236
1004,2.33695755,2.33695747,2.26540590,2.26540599
1005,2.34802676,2.34802668,2.26188068,2.26188073
1006,1.88165189,1.88165189,2.23212987,2.23212984
1007,2.65560347,2.65560337,2.21951022,2.21951023
1008,3.15819867,3.15819867,2.23193156,2.23193158
1009,2.54421859,2.54421859,2.26961734,2.26961738
1010,1.76573587,1.76573587,2.24824956,2.24824961
1011,2.79952581,2.79952587,2.20663410,2.20663407
1012,1.61773431,1.61773416,2.24531761,2.24531760
1013,2.61903988,2.61903977,2.25733302,2.25733299
1014,1.42642700,1.42642700,2.16387617,2.16387619
1015,2.75672518,2.75672518,2.24607417,2.24607414
1016,1.70157377,1.70157377,2.22495322,2.22495324
1017,2.70691140,2.70691151,2.25137065,2.25137062
1018,2.46465645,2.46465645,2.26914854,2.26914858
1019,1.66477170,1.66477178,2.25176166,2.25176155
1020,2.53109815,2.53109824,2.23223354,2.23223356
1021,2.55471644,2.55471644,2.23737283,2.23737285
1022,2.76431462,2.76431462,2.19071628,2.19071639
1023,2.48057877,2.48057877,2.23005719,2.23005724
1024,1.98423061,1.98423072,2.27757296,2.27757288
1025,2.17943197,2.17943203,2.23361975,2.23361971
1026,1.72620588,1.72620580,2.24893459,2.24893464
1027,2.52116665,2.52116665,2.19546218,2.19546223
1028,2.85637899,2.85637906,2.26510919,2.26510913
1029,2.56164640,2.56164640,2.24745417,2.24745418
1030,2.23857998,2.23857998,2.23030860,2.23030860
1031,2.49694456,2.49694456,2.24736009,2.24736012
1032,3.24481686,3.24481686,2.23150368,2.23150373
1033,2.35812977,2.35812985,2.27588920,2.27588912
1034,2.38939960,2.38939952,2.27007004,2.27007009
1035,2.41597908,2.41597908,2.29071838,2.29071838
1036,2.30514434,2.30514426,2.26839133,2.26839141
1037,2.19868743,2.19868737,2.24443090,2.24443092
1038,2.19260342,2.19260355,2.27769035,2.27769024
1039,2.03371911,2.03371911,2.28086846,2.28086849
1040,1.97252864,1.97252864,2.27927877,2.27927874
1041,2.18260990,2.18260990,2.22856170,2.22856168
1042,2.70257912,2.70257912,2.27090654,2.27090645
1043,2.41498250,2.41498250,2.26406311,2.26406305
1044,2.79224318,2.79224324,2.27209860,2.27209860
1045,1.87020052,1.87020042,2.25234023,2.25234018
1046,2.27684798,2.27684805,2.28076024,2.28076015
1047,2.03942923,2.03942923,2.28453099,2.28453096
1048,2.45585168,2.45585159,2.26878617,2.26878620
1049,2.91135658,2.91135672,2.24813127,2.24813123
1050,2.81086605,2.81086605,2.24426378,2.24426377
1051,3.21902270,3.21902270,2.25293196,2.25293198
1052,1.99585608,1.99585608,2.25761973,2.25761972
1053,1.69345415,1.69345415,2.24481235,2.24481243
1054,2.61366635,2.61366645,2.21966864,2.21966854
1055,2.26084808,2.26084808,2.22407216,2.22407218
1056,2.66884274,2.66884263,2.25935165,2.25935169
1057,1.99159572,1.99159572,2.23109559,2.23109559
1058,2.19528827,2.19528814,2.27876008,2.27876018
1059,2.17810051,2.17810045,2.28471737,2.28471731
1060,2.08529338,2.08529338,2.27640388,2.27640386
1061,2.53669877,2.53669877,2.26596002,2.26595997
1062,2.75873747,2.75873747,2.26022615,2.26022621
1063,1.92208046,1.92208046,2.25718848,2.25718850
1064,2.52606548,2.52606548,2.26223759,2.26223756
1065,2.10694397,2.10694390,2.27940007,2.27940016
1066,2.15291772,2.15291766,2.24765558,2.24765559
1067,2.22674016,2.22674009,2.25167520,2.25167523
1068,2.28205156,2.28205156,2.26411748,2.26411754
1069,2.37012399,2.37012391,2.26885361,2.26885356
