step,loss_no_act,loss_act,entropy_no_act,entropy_act
2621,1.98878252,1.98878241,2.23903864,2.23903869
2622,2.14972179,2.14972179,2.26460091,2.26460090
2623,2.04069001,2.04069001,2.26856808,2.26856801
2624,2.32420275,2.32420275,2.27524815,2.27524822
2625,2.11746976,2.11746958,2.26089038,2.26089048
2626,2.64263538,2.64263538,2.27863386,2.27863382
2627,2.20820823,2.20820816,2.28486090,2.28486091
2628,2.14393135,2.14393135,2.26177764,2.26177762
2629,2.26221755,2.26221747,2.26577589,2.26577595
2630,1.96682697,1.96682687,2.25038424,2.25038428
2631,2.21096507,2.21096507,2.27184607,2.27184609
2632,2.06148510,2.06148510,2.27112251,2.27112249
2633,1.95379835,1.95379845,2.26727286,2.26727281
2634,2.06088649,2.06088638,2.23827924,2.23827928
2635,2.30441661,2.30441653,2.25324998,2.25325009
2636,2.29468144,2.29468159,2.25768924,2.25768923
2637,2.39905304,2.39905296,2.23069228,2.23069227
2638,2.68484695,2.68484706,2.24737916,2.24737903
2639,2.11826761,2.11826761,2.24076723,2.24076725
2640,2.27827584,2.27827591,2.26612663,2.26612656
2641,2.87008745,2.87008739,2.26907384,2.26907386
2642,2.05695191,2.05695203,2.26004151,2.26004148
2643,2.03829141,2.03829130,2.26615311,2.26615317
2644,2.29990920,2.29990927,2.27433268,2.27433262
2645,2.22940654,2.22940654,2.26802485,2.26802486
2646,2.48679703,2.48679712,2.24274465,2.24274455
2647,1.95041109,1.95041120,2.20976275,2.20976269
2648,1.42765836,1.42765849,2.20487745,2.20487735
2649,2.38470113,2.38470097,2.25174482,2.25174492
2650,2.26670247,2.26670247,2.24724519,2.24724516
2651,2.46844718,2.46844718,2.26650187,2.26650181
2652,2.15965026,2.15965033,2.24979065,2.24979055
2653,2.55304689,2.55304689,2.25654908,2.25654906
2654,2.53447409,2.53447390,2.27910979,2.27910989
2655,2.48295033,2.48295042,2.26716503,2.26716500
2656,2.46597820,2.46597803,2.28853385,2.28853394
2657,2.37043978,2.37043978,2.28636518,2.28636517
2658,2.32118517,2.32118517,2.29314642,2.29314643
2659,2.74533947,2.74533935,2.27640623,2.27640627
2660,2.19700243,2.19700250,2.27184904,2.27184895
2661,2.02838458,2.02838447,2.25566120,2.25566124
2662,2.59575754,2.59575754,2.26590031,2.26590025
2663,2.41934929,2.41934921,2.26530989,2.26530986
2664,2.30534215,2.30534223,2.26956534,2.26956522
2665,2.54257101,2.54257101,2.27075839,2.27075845
2666,2.22091305,2.22091312,2.27285366,2.27285366
2667,2.24949423,2.24949423,2.26898508,2.26898509
2668,2.56184153,2.56184162,2.26295690,2.26295694
2669,2.67315285,2.67315285,2.25768270,2.25768267
2670,2.39782459,2.39782451,2.24690589,2.24690596
2671,2.74559703,2.74559703,2.23935057,2.23935061
2672,2.46297523,2.46297523,2.24888152,2.24888148
2673,2.70697682,2.70697671,2.25482426,2.25482425
2674,2.45231287,2.45231287,2.25422475,2.25422473
2675,2.53281668,2.53281659,2.26264073,2.26264076
2676,2.40502886,2.40502886,2.26206363,2.26206372
2677,2.49129138,2.49129147,2.25293757,2.25293751
2678,2.40367351,2.40367359,2.27264051,2.27264047
2679,2.41895147,2.41895138,2.27721549,2.27721552
2680,1.94589695,1.94589675,2.28601255,2.28601257
2681,2.58002424,2.58002424,2.26130878,2.26130876
2682,2.63675159,2.63675170,2.27967563,2.27967566
2683,2.34343998,2.34343998,2.26645160,2.26645159
2684,2.07754719,2.07754719,2.26640417,2.26640424
2685,2.11490186,2.11490186,2.26308439,2.26308439
2686,2.66215845,2.66215845,2.23657104,2.23657114
2687,2.81311125,2.81311119,2.21294976,2.21294981
2688,2.47347359,2.47347350,2.23122303,2.23122309
2689,2.63761385,2.63761385,2.16061211,2.16061216
2690,1.80436636,1.80436636,2.21916960,2.21916959
2691,2.21460197,2.21460204,2.26266855,2.26266849
2692,2.73925247,2.73925224,2.25820453,2.25820464
2693,2.39334783,2.39334791,2.25195588,2.25195592
2694,2.16989248,2.16989235,2.27849110,2.27849111
2695,2.35858165,2.35858165,2.25541540,2.25541537
2696,2.31410336,2.31410344,2.26978119,2.26978126
2697,2.26602667,2.26602667,2.26240232,2.26240231
2698,1.93508714,1.93508714,2.26952388,2.26952386
2699,2.17725836,2.17725843,2.26807345,2.26807353
2700,2.57450477,2.57450468,2.26278344,2.26278351
2701,2.93857299,2.93857292,2.25119795,2.25119798
2702,1.91721828,1.91721828,2.27411635,2.27411635
2703,2.33899011,2.33899011,2.28314784,2.28314776
2704,2.99259102,2.99259124,2.26376699,2.26376694
2705,2.66596894,2.66596894,2.28410054,2.28410068
2706,2.24981929,2.24981929,2.26180834,2.26180836
2707,2.29874171,2.29874171,2.27469394,2.27469389
2708,2.83133185,2.83133179,2.27799715,2.27799721
2709,2.40763566,2.40763558,2.27730189,2.27730194
2710,2.83683036,2.83683036,2.26322728,2.26322732
2711,2.30266539,2.30266531,2.28882076,2.28882077
2712,2.66855683,2.66855672,2.28037289,2.28037295
2713,2.27659467,2.27659467,2.28856413,2.28856411
2714,2.48235408,2.48235408,2.29559642,2.29559645
2715,2.24592301,2.24592308,2.27795441,2.27795434
2716,2.57892042,2.57892042,2.26842063,2.26842059
2717,2.00543812,2.00543812,2.27674042,2.27674042
2718,2.27026283,2.27026283,2.27293867,2.27293866
2719,2.23393196,2.23393196,2.28211145,2.28211148
2720,2.57471827,2.57471827,2.25844947,2.25844944
2721,2.79858615,2.79858621,2.27390931,2.27390920
2722,2.29880442,2.29880442,2.27060331,2.27060336
2723,2.56576314,2.56576314,2.25064610,2.25064609
2724,2.35954872,2.35954872,2.26582852,2.26582855
2725,1.79372313,1.79372313,2.26293066,2.26293068
2726,2.18787431,2.18787438,2.26798198,2.26798188
2727,2.31773875,2.31773883,2.26613190,2.26613187
2728,2.23659466,2.23659459,2.24223905,2.24223909
2729,2.14421087,2.14421074,2.24371884,2.24371885
2730,2.21279474,2.21279474,2.23344834,2.23344833
2731,2.34120668,2.34120668,2.28912228,2.28912229
2732,2.40365908,2.40365925,2.27488959,2.27488949
2733,1.85110272,1.85110263,2.25805306,2.25805307
2734,2.67899030,2.67899030,2.26205595,2.26205596
2735,2.62682683,2.62682672,2.24455462,2.24455468
2736,2.58222302,2.58222312,2.26282330,2.26282322
2737,1.78586747,1.78586738,2.21944128,2.21944134
2738,2.54491366,2.54491376,2.20965115,2.20965111
2739,2.56544418,2.56544418,2.23863400,2.23863397
2740,2.53997713,2.53997713,2.20531647,2.20531651
2741,2.93250914,2.93250893,2.24875814,2.24875828
2742,2.51167916,2.51167925,2.23288712,2.23288703
2743,2.65096287,2.65096298,2.20490919,2.20490913
2744,2.05748508,2.05748519,2.24286936,2.24286925
2745,1.66956858,1.66956858,2.21392866,2.21392862
2746,2.48793260,2.48793251,2.24106830,2.24106842
2747,2.40167934,2.40167934,2.26400864,2.26400861
2748,2.21427724,2.21427718,2.29112993,2.29113001
2749,2.71596449,2.71596438,2.26842088,2.26842095
2750,2.41288214,2.41288223,2.26407384,2.26407375
2751,2.39883038,2.39883038,2.27542115,2.27542112
2752,2.40779068,2.40779060,2.27168259,2.27168257
2753,2.44149817,2.44149826,2.28546736,2.28546726
2754,1.93131459,1.93131459,2.28560229,2.28560227
2755,2.33833115,2.33833115,2.28416612,2.28416616
2756,2.35297367,2.35297375,2.27477354,2.27477342
2757,2.00290407,2.00290407,2.27456338,2.27456335
2758,2.20930909,2.20930909,2.27901789,2.27901789
2759,2.33609558,2.33609558,2.26721929,2.26721928
2760,1.88055333,1.88055323,2.25955403,2.25955406
2761,2.41803227,2.41803219,2.26179429,2.26179433
2762,2.45908098,2.45908089,2.25004031,2.25004031
2763,2.39372996,2.39373013,2.27907696,2.27907689
2764,2.09831252,2.09831252,2.27252990,2.27252997
2765,2.06599153,2.06599165,2.25905299,2.25905291
2766,2.42844727,2.42844735,2.28144149,2.28144149
2767,2.60638667,2.60638667,2.26232440,2.26232452
2768,2.08431588,2.08431588,2.27273086,2.27273088
2769,2.69326511,2.69326500,2.25460508,2.25460504
2770,2.13471367,2.13471361,2.25191495,2.25191503
2771,2.20101257,2.20101257,2.26746286,2.26746281
2772,2.18302532,2.18302532,2.26199472,2.26199474
2773,2.19342847,2.19342847,2.27462407,2.27462406
2774,2.64500935,2.64500935,2.27718994,2.27718992
2775,2.44862279,2.44862279,2.27668648,2.27668650
2776,2.32782858,2.32782865,2.28264383,2.28264382
2777,2.62773647,2.62773636,2.27393530,2.27393534
2778,2.41442317,2.41442308,2.23938952,2.23938958
2779,1.70835556,1.70835556,2.24295812,2.24295816
2780,2.52790837,2.52790827,2.25126520,2.25126516
2781,2.47490309,2.47490300,2.25772699,2.25772701
2782,2.13200874,2.13200881,2.23438667,2.23438666
2783,2.42637412,2.42637412,2.26216712,2.26216713
2784,1.99463642,1.99463631,2.26825965,2.26825971
2785,2.23829488,2.23829488,2.23480218,2.23480217
2786,1.58351007,1.58351007,2.23865065,2.23865062
2787,2.30391581,2.30391596,2.26926875,2.26926866
2788,2.28572056,2.28572064,2.27512831,2.27512820
2789,1.98955301,1.98955301,2.27799078,2.27799075
2790,2.33053288,2.33053288,2.28091418,2.28091420
2791,2.59863746,2.59863756,2.28520597,2.28520589
2792,2.37636500,2.37636508,2.26581432,2.26581421
2793,2.41828234,2.41828234,2.27993431,2.27993432
2794,2.30489869,2.30489884,2.28077546,2.28077539
2795,1.99283693,1.99283704,2.27158354,2.27158342
2796,2.07683342,2.07683330,2.26919777,2.26919778
2797,2.09279278,2.09279284,2.26606097,2.26606095
2798,2.19906081,2.19906081,2.27538118,2.27538117
2799,2.57982721,2.57982711,2.27921460,2.27921459
2800,2.29885081,2.29885089,2.28143390,2.28143389
2801,1.87086596,1.87086596,2.27814870,2.27814873
2802,2.21230680,2.21230680,2.25089079,2.25089078
2803,2.14623231,2.14623231,2.22321829,2.22321830
2804,2.09007453,2.09007447,2.17509766,2.17509774
2805,1.75601456,1.75601464,2.26803118,2.26803116
2806,2.20035705,2.20035719,2.24769272,2.24769263
2807,2.53559959,2.53559950,2.26133817,2.26133823
2808,1.96148071,1.96148071,2.26431908,2.26431903
2809,1.85347985,1.85347975,2.25344485,2.25344501
2810,2.83802313,2.83802306,2.23382213,2.23382208
2811,1.86986144,1.86986135,2.24851419,2.24851425
2812,2.44755543,2.44755543,2.22821970,2.22821968
2813,2.07153118,2.07153118,2.25937286,2.25937281
2814,1.95624845,1.95624845,2.25189003,2.25189003
2815,2.55209272,2.55209263,2.27040825,2.27040828
2816,1.75069206,1.75069189,2.26208930,2.26208938
2817,2.44635809,2.44635800,2.25299964,2.25299966
2818,2.27913827,2.27913819,2.25673503,2.25673509
2819,2.11655867,2.11655860,2.22895636,2.22895635
2820,2.13501601,2.13501595,2.25211607,2.25211615
2821,1.93523192,1.93523182,2.24370952,2.24370963
2822,2.26431303,2.26431296,2.24207519,2.24207522
2823,2.75432145,2.75432122,2.23303618,2.23303635
2824,2.38461718,2.38461718,2.23409729,2.23409723
2825,2.21199024,2.21199024,2.26440364,2.26440360
2826,2.02249779,2.02249779,2.25829286,2.25829288
2827,1.99662678,1.99662678,2.25568414,2.25568416
2828,2.38537284,2.38537284,2.23576767,2.23576766
2829,2.62595374,2.62595353,2.27808238,2.27808250
2830,2.76586223,2.76586235,2.22281284,2.22281284
2831,2.80848278,2.80848284,2.24373617,2.24373613
2832,2.62190765,2.62190785,2.22799670,2.22799666
2833,2.28740542,2.28740549,2.25989037,2.25989038
2834,3.01169753,3.01169753,2.25726329,2.25726329
2835,2.37616217,2.37616209,2.23746012,2.23746014
2836,2.32288004,2.32287996,2.25290891,2.25290903
2837,2.33151691,2.33151691,2.26972517,2.26972512
2838,2.50338741,2.50338741,2.27067444,2.27067433
2839,2.21522013,2.21522006,2.26007365,2.26007368
2840,2.21778699,2.21778699,2.26300086,2.26300091
2841,2.29825056,2.29825064,2.25907840,2.25907838
2842,2.44806932,2.44806940,2.27230418,2.27230415
2843,2.31091041,2.31091049,2.26707913,2.26707909
2844,2.51292354,2.51292363,2.27387772,2.27387775
2845,2.40722940,2.40722932,2.24552517,2.24552515
2846,2.29805986,2.29805986,2.27656954,2.27656957
2847,2.43852503,2.43852512,2.27718882,2.27718878
2848,2.41525440,2.41525432,2.26031640,2.26031644
2849,1.83041729,1.83041729,2.25409489,2.25409486
2850,2.24381979,2.24381986,2.26698826,2.26698830
2851,3.02974159,3.02974174,2.24702554,2.24702555
2852,2.93271422,2.93271436,2.21393731,2.21393725
2853,1.79126406,1.79126397,2.24999369,2.24999374
2854,2.40905117,2.40905117,2.28444481,2.28444477
2855,2.20031972,2.20031965,2.27098165,2.27098171
2856,1.99796666,1.99796666,2.27528101,2.27528097
2857,2.87890855,2.87890861,2.27252744,2.27252747
2858,2.24190441,2.24190441,2.28518471,2.28518475
2859,2.34505734,2.34505734,2.25709991,2.25709998
2860,2.95088713,2.95088706,2.27349185,2.27349188
2861,2.04327142,2.04327142,2.26237716,2.26237717
2862,2.07511075,2.07511075,2.26027853,2.26027859
2863,2.48640995,2.48640995,2.28702849,2.28702838
2864,2.32738175,2.32738175,2.26833796,2.26833791
2865,2.85812986,2.85812980,2.26779808,2.26779815
2866,2.36962249,2.36962241,2.28168161,2.28168174
2867,1.97935596,1.97935596,2.27549412,2.27549411
2868,2.09775939,2.09775927,2.28048752,2.28048755
2869,1.95531090,1.95531090,2.25201475,2.25201469
2870,2.28298877,2.28298885,2.28044519,2.28044515
2871,2.32342976,2.32342991,2.25887518,2.25887515
2872,2.72353194,2.72353205,2.23264613,2.23264608
2873,1.67927571,1.67927563,2.22467575,2.22467587
2874,2.70832543,2.70832543,2.25725064,2.25725058
2875,2.43456780,2.43456780,2.25928362,2.25928361
2876,2.78866833,2.78866827,2.23999537,2.23999537
2877,2.51027097,2.51027088,2.24102423,2.24102426
2878,2.18446993,2.18447000,2.24692386,2.24692380
2879,1.75795081,1.75795081,2.25563552,2.25563547
2880,2.33603565,2.33603557,2.25016867,2.25016879
2881,2.40891643,2.40891643,2.25004596,2.25004596
2882,2.42755131,2.42755131,2.25755230,2.25755231
2883,2.12920668,2.12920668,2.28571955,2.28571960
2884,2.39847377,2.39847377,2.27967316,2.27967318
2885,2.13575540,2.13575540,2.28387541,2.28387544
2886,2.17061633,2.17061640,2.28459598,2.28459603
2887,2.28137676,2.28137676,2.24902951,2.24902948
2888,1.85703716,1.85703707,2.26803848,2.26803851
2889,2.42603992,2.42603992,2.28423929,2.28423925
2890,2.32095711,2.32095733,2.22942177,2.22942170
2891,2.55905347,2.55905347,2.25930847,2.25930850
2892,2.63063491,2.63063491,2.25287021,2.25287022
2893,2.44141907,2.44141907,2.22793732,2.22793729
2894,2.66276826,2.66276826,2.23231833,2.23231840
2895,2.26999040,2.26999033,2.21636797,2.21636801
2896,2.46018724,2.46018724,2.23050730,2.23050724
2897,2.59769484,2.59769474,2.19129938,2.19129949
2898,1.79844757,1.79844757,2.23270604,2.23270604
2899,2.12968008,2.12968008,2.25898049,2.25898045
2900,2.15418117,2.15418110,2.26366776,2.26366779
2901,2.90788513,2.90788527,2.25964306,2.25964302
2902,2.72586327,2.72586349,2.26993551,2.26993543
2903,2.45858430,2.45858430,2.28194069,2.28194065
2904,2.37496085,2.37496085,2.27994527,2.27994526
2905,2.48617413,2.48617422,2.26798829,2.26798825
2906,2.13077154,2.13077142,2.25211663,2.25211672
2907,2.24994411,2.24994411,2.25826141,2.25826141
2908,2.33418077,2.33418085,2.27091607,2.27091602
2909,2.67772120,2.67772120,2.27958852,2.27958847
2910,2.79189171,2.79189171,2.27476706,2.27476706
2911,2.33808262,2.33808262,2.26091841,2.26091840
2912,2.30435675,2.30435675,2.27973883,2.27973880
2913,2.52692808,2.52692808,2.23878358,2.23878358
2914,2.28508853,2.28508853,2.26286622,2.26286632
2915,2.63517558,2.63517558,2.27621938,2.27621928
2916,2.48981519,2.48981528,2.26492512,2.26492503
2917,2.65115838,2.65115838,2.25211557,2.25211557
2918,2.56214148,2.56214148,2.22071450,2.22071453
2919,2.42011843,2.42011843,2.26364166,2.26364171
2920,2.52233834,2.52233834,2.24613889,2.24613880
2921,1.94761908,1.94761908,2.24890223,2.24890220
2922,2.31320906,2.31320898,2.25436531,2.25436531
2923,2.35890572,2.35890572,2.28017670,2.28017669
2924,2.53630310,2.53630310,2.27003716,2.27003711
2925,2.35834269,2.35834269,2.26881678,2.26881682
2926,2.62088826,2.62088836,2.26682126,2.26682127
2927,1.76665862,1.76665853,2.23640541,2.23640545
2928,2.28862036,2.28862036,2.28585420,2.28585423
2929,1.98123031,1.98123020,2.24920195,2.24920211
2930,2.45373417,2.45373408,2.29035435,2.29035436
2931,2.24423564,2.24423571,2.28159385,2.28159385
2932,2.32777876,2.32777876,2.26593119,2.26593124
2933,2.06976980,2.06976980,2.26694316,2.26694324
2934,2.09207946,2.09207940,2.26982657,2.26982661
2935,2.01416875,2.01416864,2.27749325,2.27749332
2936,2.57722540,2.57722550,2.26246184,2.26246183
2937,2.15471519,2.15471519,2.25774973,2.25774970
2938,2.38600354,2.38600354,2.27014273,2.27014271
2939,2.22192964,2.22192964,2.27550418,2.27550413
2940,2.17306926,2.17306926,2.26998051,2.26998042
2941,2.07865470,2.07865482,2.28673720,2.28673713
2942,2.30187230,2.30187230,2.27827918,2.27827916
2943,2.22732965,2.22732965,2.27428427,2.27428429
2944,2.37228156,2.37228156,2.26556120,2.26556131
2945,2.52754862,2.52754862,2.26044425,2.26044418
2946,2.59670962,2.59670962,2.23067892,2.23067893
2947,2.40496712,2.40496712,2.25337832,2.25337834
2948,1.83115999,1.83115999,2.26671408,2.26671412
2949,2.27337189,2.27337189,2.28138350,2.28138346
2950,2.78554715,2.78554715,2.25379865,2.25379869
2951,2.67916618,2.67916618,2.26602493,2.26602488
2952,2.57046172,2.57046172,2.27226416,2.27226418
2953,2.35691995,2.35691995,2.27495387,2.27495387
2954,2.61916544,2.61916554,2.27466288,2.27466279
2955,2.28680789,2.28680796,2.25748260,2.25748247
2956,1.99646187,1.99646187,2.27063159,2.27063161
2957,2.84917235,2.84917241,2.25350614,2.25350616
2958,2.71162217,2.71162217,2.26866179,2.26866172
2959,2.02681864,2.02681853,2.27298121,2.27298130
2960,2.16466557,2.16466563,2.25661318,2.25661310
2961,1.70774230,1.70774230,2.24335956,2.24335961
2962,2.75940278,2.75940267,2.23910421,2.23910430
2963,2.79650209,2.79650215,2.21377981,2.21377982
2964,2.76523651,2.76523651,2.21503183,2.21503179
2965,2.70546972,2.70546961,2.24313354,2.24313357
2966,2.34648587,2.34648579,2.25659047,2.25659056
2967,1.85128537,1.85128537,2.26292084,2.26292081
2968,2.21021734,2.21021734,2.24662641,2.24662643
2969,2.48032972,2.48032963,2.24613768,2.24613773
2970,2.16161200,2.16161213,2.27507311,2.27507301
2971,2.64821572,2.64821551,2.28220989,2.28220999
2972,2.07831826,2.07831826,2.29450337,2.29450341
2973,2.31083746,2.31083739,2.27600271,2.27600272
2974,2.39903581,2.39903590,2.26879760,2.26879763
2975,2.20513131,2.20513131,2.28624782,2.28624792
2976,2.35630811,2.35630819,2.27374010,2.27374004
2977,2.57319362,2.57319362,2.27194435,2.27194442
2978,2.32353513,2.32353505,2.27280101,2.27280110
2979,2.25307463,2.25307463,2.27224403,2.27224404
2980,2.15105426,2.15105439,2.26081812,2.26081811
2981,1.87545918,1.87545928,2.24766403,2.24766395
2982,2.48620215,2.48620224,2.23797757,2.23797750
2983,1.71614271,1.71614271,2.23192441,2.23192436
2984,2.95440666,2.95440666,2.25538599,2.25538598
2985,2.63751220,2.63751220,2.23633359,2.23633356
2986,2.61533561,2.61533550,2.26662457,2.26662462
2987,2.78114654,2.78114660,2.23483307,2.23483305
2988,2.67150887,2.67150887,2.26327286,2.26327282
2989,2.34953708,2.34953708,2.25831000,2.25831000
2990,2.25004159,2.25004159,2.24829391,2.24829392
2991,2.44461371,2.44461371,2.21989690,2.21989689
2992,2.45610617,2.45610626,2.25448958,2.25448952
2993,1.54451212,1.54451205,2.20854433,2.20854442
2994,2.43056528,2.43056536,2.24992416,2.24992411
2995,2.54865125,2.54865116,2.26640013,2.26640019
2996,2.29568192,2.29568192,2.27516243,2.27516238
2997,2.67038138,2.67038138,2.26416165,2.26416171
2998,2.64628297,2.64628297,2.27102980,2.27102977
2999,2.58492227,2.58492227,2.28114716,2.28114715
